Timestamp,Machine_ID,Temperature,Vibration,Voltage,Status
2026-01-21 19:18:36.982267,M-001,54.94,11.52,218.79,Healthy
2026-01-21 19:18:46.982267,M-001,54.45,12.12,222.7,Healthy
2026-01-21 19:18:56.982267,M-001,53.85,13.24,219.6,Healthy
2026-01-21 19:19:06.982267,M-001,55.37,11.18,221.58,Healthy
2026-01-21 19:19:16.982267,M-001,55.39,14.31,221.27,Healthy
2026-01-21 19:19:26.982267,M-001,54.72,13.12,219.4,Healthy
2026-01-21 19:19:36.982267,M-001,53.54,10.58,208.47,Healthy
2026-01-21 19:19:46.982267,M-001,55.6,12.41,218.12,Healthy
2026-01-21 19:19:56.982267,M-001,54.14,15.84,216.57,Healthy
2026-01-21 19:20:06.982267,M-001,54.7,13.98,224.95,Healthy
2026-01-21 19:20:16.982267,M-001,55.97,10.91,209.16,Healthy
2026-01-21 19:20:26.982267,M-001,56.0,13.2,223.0,Healthy
2026-01-21 19:20:36.982267,M-001,56.29,11.36,226.0,Healthy
2026-01-21 19:20:46.982267,M-001,54.17,11.55,221.2,Healthy
2026-01-21 19:20:56.982267,M-001,54.9,13.99,213.98,Healthy
2026-01-21 19:21:06.982267,M-001,56.18,17.07,219.32,Healthy
2026-01-21 19:21:16.982267,M-001,55.96,10.72,218.07,Healthy
2026-01-21 19:21:26.982267,M-001,54.84,8.88,217.31,Healthy
2026-01-21 19:21:36.982267,M-001,56.89,11.26,226.41,Healthy
2026-01-21 19:21:46.982267,M-001,55.29,12.68,222.65,Healthy
2026-01-21 19:21:56.982267,M-001,56.63,9.86,222.88,Healthy
2026-01-21 19:22:06.982267,M-001,54.78,9.33,219.99,Healthy
2026-01-21 19:22:16.982267,M-001,53.86,10.65,231.79,Healthy
2026-01-21 19:22:26.982267,M-001,54.51,12.28,214.33,Healthy
2026-01-21 19:22:36.982267,M-001,55.14,10.83,231.58,Healthy
2026-01-21 19:22:46.982267,M-001,53.09,11.21,222.86,Healthy
2026-01-21 19:22:56.982267,M-001,54.42,15.4,222.98,Healthy
2026-01-21 19:23:06.982267,M-001,55.88,14.43,220.22,Healthy
2026-01-21 19:23:16.982267,M-001,53.49,9.68,214.3,Healthy
2026-01-21 19:23:26.982267,M-001,54.23,10.16,223.22,Healthy
2026-01-21 19:23:36.982267,M-001,54.85,12.79,218.98,Healthy
2026-01-21 19:23:46.982267,M-001,55.21,9.24,223.33,Healthy
2026-01-21 19:23:56.982267,M-001,55.27,12.24,217.39,Healthy
2026-01-21 19:24:06.982267,M-001,54.64,13.51,225.27,Healthy
2026-01-21 19:24:16.982267,M-001,55.22,14.96,223.93,Healthy
2026-01-21 19:24:26.982267,M-001,54.43,12.97,224.53,Healthy
2026-01-21 19:24:36.982267,M-001,54.13,10.63,212.09,Healthy
2026-01-21 19:24:46.982267,M-001,54.37,11.47,219.09,Healthy
2026-01-21 19:24:56.982267,M-001,55.26,12.26,226.18,Healthy
2026-01-21 19:25:06.982267,M-001,56.95,10.03,223.98,Healthy
2026-01-21 19:25:16.982267,M-001,55.46,12.14,214.39,Healthy
2026-01-21 19:25:26.982267,M-001,55.07,13.47,221.52,Healthy
2026-01-21 19:25:36.982267,M-001,56.6,12.09,219.4,Healthy
2026-01-21 19:25:46.982267,M-001,52.73,7.48,218.62,Healthy
2026-01-21 19:25:56.982267,M-001,55.96,14.09,212.44,Healthy
2026-01-21 19:26:06.982267,M-001,54.5,12.33,217.35,Healthy
2026-01-21 19:26:16.982267,M-001,55.74,12.5,218.61,Healthy
2026-01-21 19:26:26.982267,M-001,55.06,11.99,223.82,Healthy
2026-01-21 19:26:36.982267,M-001,54.66,8.86,218.49,Healthy
2026-01-21 19:26:46.982267,M-001,54.35,11.46,224.23,Healthy
2026-01-21 19:26:56.982267,M-001,55.46,11.6,218.97,Healthy
2026-01-21 19:27:06.982267,M-001,54.98,11.48,222.18,Healthy
2026-01-21 19:27:16.982267,M-001,54.03,9.83,216.36,Healthy
2026-01-21 19:27:26.982267,M-001,55.34,11.34,220.35,Healthy
2026-01-21 19:27:36.982267,M-001,52.75,10.43,224.2,Healthy
2026-01-21 19:27:46.982267,M-001,56.32,11.19,206.13,Healthy
2026-01-21 19:27:56.982267,M-001,56.39,13.21,212.92,Healthy
2026-01-21 19:28:06.982267,M-001,56.07,12.06,210.24,Healthy
2026-01-21 19:28:16.982267,M-001,54.61,12.01,223.01,Healthy
2026-01-21 19:28:26.982267,M-001,54.35,10.19,211.41,Healthy
2026-01-21 19:28:36.982267,M-001,56.24,12.37,223.9,Healthy
2026-01-21 19:28:46.982267,M-001,58.53,13.18,212.1,Healthy
2026-01-21 19:28:56.982267,M-001,55.05,8.29,226.02,Healthy
2026-01-21 19:29:06.982267,M-001,55.29,8.64,216.02,Healthy
2026-01-21 19:29:16.982267,M-001,52.65,12.03,214.6,Healthy
2026-01-21 19:29:26.982267,M-001,54.52,9.35,228.45,Healthy
2026-01-21 19:29:36.982267,M-001,54.09,14.67,221.42,Healthy
2026-01-21 19:29:46.982267,M-001,54.35,11.55,208.85,Healthy
2026-01-21 19:29:56.982267,M-001,55.45,12.33,225.83,Healthy
2026-01-21 19:30:06.982267,M-001,55.92,10.0,221.73,Healthy
2026-01-21 19:30:16.982267,M-001,55.07,7.21,221.12,Healthy
2026-01-21 19:30:26.982267,M-001,56.14,11.8,222.98,Healthy
2026-01-21 19:30:36.982267,M-001,54.96,13.25,216.25,Healthy
2026-01-21 19:30:46.982267,M-001,54.95,11.22,226.32,Healthy
2026-01-21 19:30:56.982267,M-001,55.49,11.0,221.06,Healthy
2026-01-21 19:31:06.982267,M-001,55.48,10.56,226.53,Healthy
2026-01-21 19:31:16.982267,M-001,54.32,14.76,221.25,Healthy
2026-01-21 19:31:26.982267,M-001,55.07,11.79,223.29,Healthy
2026-01-21 19:31:36.982267,M-001,54.24,10.05,209.75,Healthy
2026-01-21 19:31:46.982267,M-001,53.93,15.12,224.67,Healthy
2026-01-21 19:31:56.982267,M-001,54.03,12.67,219.01,Healthy
2026-01-21 19:32:06.982267,M-001,55.62,16.8,213.13,Healthy
2026-01-21 19:32:16.982267,M-001,55.11,13.93,218.12,Healthy
2026-01-21 19:32:26.982267,M-001,57.04,10.22,219.25,Healthy
2026-01-21 19:32:36.982267,M-001,55.97,12.16,224.01,Healthy
2026-01-21 19:32:46.982267,M-001,53.98,11.1,216.67,Healthy
2026-01-21 19:32:56.982267,M-001,55.29,9.97,216.57,Healthy
2026-01-21 19:33:06.982267,M-001,56.51,8.52,227.51,Healthy
2026-01-21 19:33:16.982267,M-001,54.23,8.8,215.75,Healthy
2026-01-21 19:33:26.982267,M-001,55.24,11.4,220.95,Healthy
2026-01-21 19:33:36.982267,M-001,55.14,12.83,227.69,Healthy
2026-01-21 19:33:46.982267,M-001,55.21,12.16,212.3,Healthy
2026-01-21 19:33:56.982267,M-001,55.75,11.72,207.99,Healthy
2026-01-21 19:34:06.982267,M-001,55.04,12.11,221.51,Healthy
2026-01-21 19:34:16.982267,M-001,54.17,17.11,224.0,Healthy
2026-01-21 19:34:26.982267,M-001,56.02,11.52,219.84,Healthy
2026-01-21 19:34:36.982267,M-001,55.05,10.69,218.39,Healthy
2026-01-21 19:34:46.982267,M-001,55.86,10.06,215.5,Healthy
2026-01-21 19:34:56.982267,M-001,54.3,10.05,220.64,Healthy
2026-01-21 19:35:06.982267,M-001,54.05,10.75,222.34,Healthy
2026-01-21 19:35:16.982267,M-001,59.13,9.58,222.16,Healthy
2026-01-21 19:35:26.982267,M-001,55.2,13.04,218.77,Healthy
2026-01-21 19:35:36.982267,M-001,55.87,14.6,218.12,Healthy
2026-01-21 19:35:46.982267,M-001,57.82,14.17,225.16,Healthy
2026-01-21 19:35:56.982267,M-001,54.6,12.31,222.22,Healthy
2026-01-21 19:36:06.982267,M-001,54.83,11.85,221.88,Healthy
2026-01-21 19:36:16.982267,M-001,55.88,13.98,215.43,Healthy
2026-01-21 19:36:26.982267,M-001,53.54,10.01,221.52,Healthy
2026-01-21 19:36:36.982267,M-001,57.46,10.19,225.05,Healthy
2026-01-21 19:36:46.982267,M-001,55.97,12.55,225.84,Healthy
2026-01-21 19:36:56.982267,M-001,53.78,8.0,221.08,Healthy
2026-01-21 19:37:06.982267,M-001,56.33,9.18,215.74,Healthy
2026-01-21 19:37:16.982267,M-001,55.62,10.68,220.15,Healthy
2026-01-21 19:37:26.982267,M-001,55.42,10.04,221.46,Healthy
2026-01-21 19:37:36.982267,M-001,53.46,14.07,219.76,Healthy
2026-01-21 19:37:46.982267,M-001,55.36,9.83,219.28,Healthy
2026-01-21 19:37:56.982267,M-001,54.45,12.3,227.73,Healthy
2026-01-21 19:38:06.982267,M-001,55.27,11.53,217.27,Healthy
2026-01-21 19:38:16.982267,M-001,56.54,14.2,223.02,Healthy
2026-01-21 19:38:26.982267,M-001,54.38,11.28,215.55,Healthy
2026-01-21 19:38:36.982267,M-001,55.09,9.34,217.7,Healthy
2026-01-21 19:38:46.982267,M-001,55.1,10.67,216.74,Healthy
2026-01-21 19:38:56.982267,M-001,54.19,13.8,216.69,Healthy
2026-01-21 19:39:06.982267,M-001,53.93,10.12,219.41,Healthy
2026-01-21 19:39:16.982267,M-001,55.04,12.93,225.91,Healthy
2026-01-21 19:39:26.982267,M-001,53.59,64.02,223.62,Critical
2026-01-21 19:39:36.982267,M-001,55.25,11.53,220.17,Healthy
2026-01-21 19:39:46.982267,M-001,55.85,14.51,227.47,Healthy
2026-01-21 19:39:56.982267,M-001,55.26,15.47,219.9,Healthy
2026-01-21 19:40:06.982267,M-001,53.91,13.59,216.19,Healthy
2026-01-21 19:40:16.982267,M-001,54.63,9.88,224.14,Healthy
2026-01-21 19:40:26.982267,M-001,56.14,14.65,223.54,Healthy
2026-01-21 19:40:36.982267,M-001,54.73,13.71,214.33,Healthy
2026-01-21 19:40:46.982267,M-001,56.45,12.44,216.81,Healthy
2026-01-21 19:40:56.982267,M-001,55.51,16.24,223.3,Healthy
2026-01-21 19:41:06.982267,M-001,54.19,10.48,223.01,Healthy
2026-01-21 19:41:16.982267,M-001,53.08,12.03,223.6,Healthy
2026-01-21 19:41:26.982267,M-001,55.27,14.9,215.93,Healthy
2026-01-21 19:41:36.982267,M-001,54.68,13.08,228.18,Healthy
2026-01-21 19:41:46.982267,M-001,57.23,12.95,214.1,Healthy
2026-01-21 19:41:56.982267,M-001,54.26,15.27,220.83,Healthy
2026-01-21 19:42:06.982267,M-001,54.1,12.34,226.37,Healthy
2026-01-21 19:42:16.982267,M-001,53.85,10.0,216.43,Healthy
2026-01-21 19:42:26.982267,M-001,52.67,13.68,221.25,Healthy
2026-01-21 19:42:36.982267,M-001,53.71,13.95,215.64,Healthy
2026-01-21 19:42:46.982267,M-001,54.44,12.82,226.32,Healthy
2026-01-21 19:42:56.982267,M-001,55.81,12.58,216.92,Healthy
2026-01-21 19:43:06.982267,M-001,55.21,13.84,224.55,Healthy
2026-01-21 19:43:16.982267,M-001,54.7,14.92,221.19,Healthy
2026-01-21 19:43:26.982267,M-001,55.21,9.32,216.39,Healthy
2026-01-21 19:43:36.982267,M-001,55.38,12.27,222.36,Healthy
2026-01-21 19:43:46.982267,M-001,55.72,11.76,230.12,Healthy
2026-01-21 19:43:56.982267,M-001,54.48,9.83,219.65,Healthy
2026-01-21 19:44:06.982267,M-001,55.85,10.84,227.78,Healthy
2026-01-21 19:44:16.982267,M-001,56.41,10.32,207.98,Healthy
2026-01-21 19:44:26.982267,M-001,54.0,8.84,217.06,Healthy
2026-01-21 19:44:36.982267,M-001,55.42,12.25,220.56,Healthy
2026-01-21 19:44:46.982267,M-001,52.46,7.55,222.29,Healthy
2026-01-21 19:44:56.982267,M-001,55.24,11.01,223.69,Healthy
2026-01-21 19:45:06.982267,M-001,56.75,13.25,221.68,Healthy
2026-01-21 19:45:16.982267,M-001,54.29,10.19,228.4,Healthy
